20	182	4	53.3574079	-6.3714236	3	625000
7	124	5	53.3515058	-6.2960043	5	430000
14	116	4	53.2947967	-6.2821518	6	595000
14	84	3	53.2944655	-6.2697407	6	475000
24	104	3	53.3001659	-6.3563517	3	395000
6	70	2	53.3142904	-6.2815422	5	575000
15	148	4	53.3819042	-6.3822293	6	465000
2	74	3	53.3348783	-6.2650163	8	475000
24	73	3	53.290063	-6.3447246	5	270000
16	244	6	53.2831501	-6.330373	6	769950
6	155	3	53.329873	-6.2637997	7	795000
3	55	2	53.3513037	-6.2349949	2	295000
8	60	2	53.3382327	-6.2914777	5	345000
6	372	4	53.3306664	-6.2532141	6	2950000
16	168	5	53.2831501	-6.330373	3	700000
4	52	2	53.330644	-6.2303587	5	450000
9	95	3	53.3839695	-6.2327036	6	445000
2	38	1	53.3426815	-6.245115	8	325000
18	83	3	53.2753874	-6.191113	6	495000
6	135	4	53.3064856	-6.3008039	3	595000
3	57	2	53.3587655	-6.2457256	7	240000
7	60	2	53.3581223	-6.272452	1	285000
4	54	2	53.331959	-6.2159912	1	345000
15	108	3	53.401484	-6.4258953	6	375000
4	85	2	53.3368821	-6.2293415	5	625000
15	103	4	53.386574	-6.3780055	3	490000
18	149	5	53.2343438	-6.1187294	6	600000
3	232	5	53.3630407	-6.2187486	5	1300000
4	196	3	53.3291261	-6.2214049	6	1250000
8	99	3	53.3409708	-6.3238981	5	445000
9	226	5	53.3667409	-6.2700472	5	800000
14	48	2	53.2989843	-6.2845572	1	325000
8	83	3	53.3337649	-6.2798426	5	550000
8	45	1	53.3416066	-6.2990284	1	190000
8	52	2	53.3425185	-6.271268	1	275000
6	71	3	53.3267474	-6.2810512	5	475000
8	63	2	53.3382058	-6.3042729	1	320000
7	52	2	53.3505954	-6.283153	5	350000
22	107	3	53.2969849	-6.4189764	6	365000
8	250	3	53.3359522	-6.2748802	1	1500000
13	77	2	53.401135	-6.1632471	1	250000
18	157	3	53.2546016	-6.2064583	6	625000
9	94	3	53.3904958	-6.2295194	6	395000
8	65	4	53.3378308	-6.3214529	5	285000
6	162	3	53.3164144	-6.2529343	6	1200000
14	138	4	53.3002361	-6.2272692	6	875000
4	82	2	53.3190691	-6.22958	1	495000
13	120	3	53.401761	-6.1541197	7	345000
5	138	3	53.3898876	-6.201814	6	435000
18	232	4	53.2586173	-6.1793275	3	1500000
14	160	4	53.2902529	-6.2922846	6	750000
15	78	2	53.3769656	-6.3152074	1	315000
11	87	3	53.3859469	-6.3174217	7	215000
6	51	1	53.3281559	-6.2574139	1	425000
6	101	3	53.3071911	-6.2807918	1	545000
18	104	3	53.2342977	-6.116319	6	525000
18	104	3	53.2342977	-6.116319	6	525000
6	73	2	53.3267474	-6.2810512	7	450000
6	181	4	53.303109	-6.3012205	6	1250000
11	86	3	53.37784	-6.286575	5	365000
66	110	4	53.2941993	-6.3157917	6	550000
8	125	4	53.3363983	-6.2887444	6	695000
8	91	2	53.3365641	-6.2736277	5	350000
2	52	2	53.3406893	-6.245319	7	395000
1	70	2	53.3503612	-6.2562012	1	325000
24	38	1	53.2777339	-6.4007725	1	120000
22	156	4	53.3190897	-6.393223	6	439950
8	60	2	53.3379582	-6.2745894	7	345000
4	86	2	53.3306369	-6.2236266	1	495000
6	130	2	53.3136563	-6.2520678	1	695000
11	149	4	53.3945149	-6.275447	6	575000
6	102	2	53.3282725	-6.2601016	3	475000
7	117	5	53.3562725	-6.2705753	5	510000
3	63	3	53.3541631	-6.231003	7	250000
8	98	3	53.3351293	-6.2921677	7	450000
9	169	3	53.3691884	-6.2544102	7	675000
24	86	3	53.2850227	-6.4110635	6	255000
15	130	4	53.3842938	-6.3680218	6	565000
22	90	3	53.3075695	-6.365461	6	325000
16	126	4	53.2733444	-6.3143767	5	545000
6	144	2	53.3036727	-6.2615952	7	950000
16	117	4	53.2913495	-6.2454413	6	595000
7	108	3	53.3639102	-6.3059483	6	575000
18	46	1	53.2686148	-6.243023	1	225000
3	104	3	53.3699973	-6.2343628	7	460000
18	100	3	53.271783	-6.1933509	6	595000
12	70	2	53.3275812	-6.3037719	7	325000
12	78	3	53.3262184	-6.327142	7	275000
5	108	3	53.3819676	-6.2053405	6	385000
4	388	5	53.3251833	-6.2220547	6	2500000
13	95	3	53.4048113	-6.1726604	1	270000
8	86	3	53.338703	-6.3090293	7	380000
4	248	4	53.3250898	-6.2219129	6	2000000
18	130	4	53.2716172	-6.1930448	6	665000
15	60	1	53.3888993	-6.4271118	1	220000
8	61	2	53.3373312	-6.3240432	7	325000
4	114	2	53.3328254	-6.2369642	3	995000
9	130	3	53.3691884	-6.2544102	6	750000
12	92	3	53.327712	-6.3282853	7	335000
7	56	2	53.3671308	-6.2870186	7	295000
66	222	4	53.3026798	-6.3099347	6	875000
5	111	3	53.386835	-6.210511	6	390000
13	102	3	53.3905328	-6.1434997	5	399000
12	80	2	53.3275812	-6.3037719	5	345000
14	83	3	53.2927195	-6.2722071	7	400000
1	52	2	53.3606737	-6.2618653	1	300000
2	122	3	53.3454014	-6.2361096	4	520000
5	85	2	53.3969067	-6.2021877	7	234950
6	57	1	53.3282075	-6.2785484	2	350000
7	45	2	53.3538541	-6.2930585	7	350000
3	97	3	53.3570047	-6.2414579	7	370000
6	165	4	53.3012741	-6.2959967	7	750000
3	83	2	53.3564139	-6.2334078	7	420000
16	155	3	53.2741884	-6.2414732	6	675000
16	155	3	53.2741884	-6.2414732	6	675000
5	76	3	53.3864877	-6.1868936	5	310000
3	95	3	53.3668231	-6.2500956	4	395000
4	76	2	53.3303989	-6.2313359	5	690000
12	79	2	53.3275812	-6.3037719	5	350000
5	118	3	53.384484	-6.1502317	6	500000
